Customer ID,Referred a Friend,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges
5849-ASHZJ,No,27,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,20.05,552.9
5780-INQIK,No,8,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,49.4,408.25
8384-FZBJK,Yes,57,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,5611.7
3750-RNQKR,No,12,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.45,246.25
0962-CQPWQ,Yes,62,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.3,1296.15
3096-YXENJ,Yes,65,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,107.65,7082.85
1265-BCFEO,Yes,71,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.45,5662.25
5837-LXSDN,Yes,21,Yes,No,Yes,Cable,No,Yes,No,No,Yes,No,No,One Year,Yes,Credit Card,58.85,1215.45
5945-AZYHT,Yes,71,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.6,7854.15
8325-QRPZR,No,7,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.15,525.0
6384-VMJHP,No,72,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,73.0,5265.2
2262-SLNVK,No,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,70.1,70.1
7730-CLDSV,Yes,72,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.65,7129.45
1135-HIORI,Yes,64,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.45,7266.95
0164-APGRB,No,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.9,8496.7
6481-ESCNL,No,29,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.55,2878.75
1790-NESIO,No,13,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.4,261.3
1550-EENBN,No,31,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,104.35,3205.6
8198-RKSZG,Yes,14,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,80.45,1137.05
9297-EONCV,No,72,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,91.35,6697.2
1069-QJOEE,No,25,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,505.45
7799-DSEWS,No,18,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,68.35,1299.8
8766-PAFNE,Yes,71,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.1,5564.85
3130-ICDUP,No,2,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,80.55,188.1
0820-FNRNX,Yes,17,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,66.7,1077.05
0880-FVFWF,No,56,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,86.4,4922.4
4611-ANLQC,Yes,60,No,No,Yes,Cable,Yes,Yes,Yes,No,No,Yes,Yes,One Year,No,Bank Withdrawal,50.05,2911.5
4213-HKBJO,No,33,Yes,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.7,826.1
2792-LSHWX,No,1,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,83.4,83.4
0014-BMAQU,Yes,63,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Two Year,Yes,Credit Card,84.65,5377.8
9018-PCIOK,No,55,Yes,No,Yes,Cable,No,Yes,Yes,No,No,Yes,Yes,Two Year,Yes,Mailed Check,64.75,3617.1
4837-QUSFT,Yes,65,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,100.15,6643.5
9953-ZMKSM,No,63,Yes,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.25,1559.3
7665-NKLAV,Yes,36,No,No,Yes,Cable,Yes,No,Yes,Yes,No,No,No,Two Year,No,Credit Card,40.65,1547.35
4391-LNRXK,No,22,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.95,2142.8
8562-GHPPI,No,1,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.8,19.8
5893-PYOLZ,No,56,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,81.8,4534.45
4986-MXSFP,No,2,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.0,40.9
6131-FOYAS,No,35,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,59.6,2094.9
3027-YNWZU,Yes,64,Yes,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.0,1584.8
5609-IMCGG,No,15,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,84.35,1302.65
4727-MCYZG,No,1,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Mailed Check,55.55,55.55
9481-WHGWY,Yes,70,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,75.35,5437.75
4328-VUFWD,No,39,Yes,No,Yes,DSL,No,No,No,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,59.3,2209.15
3301-LSLWQ,No,29,Yes,Yes,Yes,Cable,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.1,1912.15
7473-ZBDSN,Yes,14,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Mailed Check,18.8,255.55
3166-PNEOF,No,61,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.45,5175.3
5639-NTUPK,No,13,Yes,No,Yes,Cable,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,52.1,670.65
8780-YRMTT,No,66,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Mailed Check,47.4,3177.25
5140-FOMCQ,Yes,59,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,109.15,6557.75
6242-SGYTS,Yes,62,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,One Year,Yes,Credit Card,94.95,5791.85
8414-OOEEL,No,66,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.5,5196.1
8454-AATJP,No,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.05,8405.0
4531-AUZNK,Yes,51,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,95.15,5000.05
4191-XOVOM,No,63,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.4,6713.2
2150-OEGBV,No,27,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.1,562.6
4878-BUNFV,Yes,42,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.7,828.85
1872-EBWSC,No,29,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.35,617.35
7026-YMSBE,No,30,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.7,625.05
6997-UVGOX,Yes,71,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.45,6029.9
9674-EHPPG,Yes,46,No,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Two Year,No,Credit Card,40.4,1842.7
5440-VHLUL,No,69,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.2,7386.05
5781-BKHOP,Yes,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Two Year,No,Bank Withdrawal,100.65,7334.05
5213-TWWJU,No,28,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.0,2626.15
7629-WIXZF,No,7,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,59.1,369.25
5445-GLVOT,No,22,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.8,1049.05
3976-HXHCE,No,72,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.3,1414.8
2466-NEJOJ,Yes,8,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,169.75
0254-KCJGT,Yes,52,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card,81.4,4354.45
5472-CVMDX,No,68,No,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Two Year,No,Credit Card,38.9,2719.2
6461-SZMCV,Yes,71,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,87.95,6365.35
8150-QUDFX,No,2,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,51.6
2346-DJQTB,No,35,No,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,24.15,812.5
1697-LYYYX,Yes,61,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,19.1,1143.8
1942-OQFRW,No,1,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,44.0,44.0
9640-ZSLDC,Yes,53,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,One Year,No,Credit Card,60.6,3297.0
4231-LZUYM,Yes,72,Yes,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.65,1887.0
3594-BDSOA,Yes,24,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,20.4,482.8
5133-VRSAB,No,8,No,No,Yes,Cable,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,29.35,216.45
5996-DAOQL,No,1,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45,20.45
6838-YAUVY,No,54,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.1,5064.85
0484-JPBRU,No,41,Yes,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.25,996.45
7883-ROJOC,No,19,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,44.9,839.65
0244-LGNFY,Yes,72,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.65,6733.0
7274-CGTOD,No,62,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,43.7,2618.3
4635-EJYPD,Yes,32,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,18.95,613.95
1866-ZSLJM,No,21,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.5,402.85
4636-TVXVG,Yes,62,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.95,1244.8
4236-UJPWO,No,2,No,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,24.5,46.4
9392-XBGTD,No,27,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.6,581.85
6402-SSEJG,No,25,No,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,61.05,1540.2
1169-SAOCL,No,49,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.65,5168.1
1110-KYLGQ,No,63,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,108.25,6780.1
9929-PLVPA,No,4,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.4,94.5
3518-PZXZQ,Yes,1,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,55.3,55.3
2371-JUNGC,No,11,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,208.0
5074-FBGHB,No,64,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.65,6889.8
2351-BKRZW,Yes,43,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,75.2,3254.35
4455-BFSPD,Yes,61,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,101.15,6383.9
3948-KXDUF,No,66,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,68.75,4447.55
2323-ARSVR,Yes,67,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.05,7321.05
0815-MFZGM,Yes,42,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,99.0,4135.0
5480-XTFFL,Yes,31,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,21.0,697.7
8295-FHIVV,No,7,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.4,168.65
9086-YJYXS,No,34,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,77.2,2753.8
1179-INLAT,No,3,Yes,No,No,None,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.45,69.25
7909-FIOIY,Yes,19,No,No,Yes,Cable,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24.85,434.8
6351-SCJKT,No,3,No,No,Yes,Cable,Yes,No,Yes,Yes,No,No,No,Month-to-Month,No,Credit Card,41.35,107.25
5468-BPMMO,Yes,46,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.6,851.2
0197-PNKNK,Yes,69,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,84.45,5848.6
2439-QKJUL,No,5,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,109.8
1194-SPVSP,No,1,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.65,19.65
9534-NSXEM,No,26,Yes,No,No,None,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.65,595.5
8929-KSWIH,No,25,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,99.3,2513.5
2250-IVBWA,Yes,64,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,81.05,5135.35
1810-MVMAI,Yes,30,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,67.6,2000.2
9506-UXUSK,No,13,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.15,931.75
1229-RCALF,Yes,64,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,115.0,7396.15
3572-UOLYZ,No,46,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.8,3958.85
1429-UYJSV,No,12,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,19.7,260.9
6366-XIVKZ,Yes,13,Yes,No,Yes,Cable,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,63.15,816.8
3470-OBUET,Yes,67,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Two Year,No,Credit Card,74.0,4868.4
2770-NSVDG,Yes,24,No,No,Yes,DSL,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,29.1,688.0
9375-MHRRS,No,6,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Month-to-Month,No,Credit Card,50.05,288.35
4860-YZGZM,No,10,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.0,185.4
6599-GZWCM,No,13,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,One Year,Yes,Credit Card,74.65,966.25
7037-MTYVW,Yes,38,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.4,3297.0
4760-THGOT,Yes,43,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.1,4107.3
4016-BJKTZ,No,25,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,108.9,2809.05
6584-VQMYT,No,27,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,One Year,No,Credit Card,56.2,1567.55
9838-BFCQT,Yes,72,Yes,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.1,1851.45
2790-XUYMV,No,71,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,One Year,Yes,Credit Card,85.45,6028.95
0581-MDMPW,No,24,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card,88.95,2072.75
1023-BQXZE,No,57,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.35,4317.35
9163-GHAYE,No,15,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,48.85,736.8
3904-UKFRE,No,4,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.1,336.15
5353-WILCI,No,28,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,56.05,1522.65
0058-EVZWM,Yes,55,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,89.8,4959.6
7009-PCARS,No,55,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.1,1001.5
0519-DRGTI,Yes,20,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,442.6
1017-FBQMM,Yes,62,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,106.05,6703.5
1985-MBRYP,No,43,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.65,779.25
9372-TXXPS,Yes,60,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Two Year,No,Bank Withdrawal,59.85,3483.45
3259-QMXUN,Yes,58,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.1,4890.5
1015-JPFYW,No,7,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,19.45,136.75
6645-MXQJT,Yes,2,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,97.1,184.15
5804-JMYIO,Yes,39,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.75,757.95
6484-LATFU,No,68,Yes,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.55,1657.4
7599-NTMDP,Yes,62,No,No,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Two Year,No,Bank Withdrawal,48.7,3008.55
0536-ACXIP,Yes,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.55,8165.1
0936-NQLJU,Yes,41,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.65,875.55
1575-KRZZE,No,4,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,55.2,220.65
3251-YMVWZ,No,53,Yes,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.05,1301.9
4884-LEVMQ,Yes,39,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.45,790.0
8857-CUPFQ,Yes,63,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.25,1237.65
7610-TVOPG,No,15,Yes,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,26.35,378.6
3638-DIMPH,Yes,13,Yes,No,Yes,DSL,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,43.8,592.65
1845-ZLLIG,No,1,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,50.15,50.15
8559-WNQZS,No,1,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.45,20.45
1699-UOTXU,No,60,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,61.4,3638.25
0635-WKOLD,No,40,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,No,One Year,No,Credit Card,70.75,2921.75
5993-JSUWV,No,66,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,61.15,4017.45
4518-FZBSX,Yes,42,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,20.25,854.9
6988-CJEYV,No,49,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.7,4920.55
3097-FQTVJ,No,41,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.0,810.3
5465-BUBFA,Yes,41,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.3,772.4
9743-DQKQW,No,3,No,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.1,79.8
1215-VFYVK,No,4,No,No,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Mailed Check,48.25,202.25
9371-BITHB,Yes,52,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.85,1070.5
9093-FPDLG,No,11,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,999.9
0541-FITGH,Yes,2,Yes,No,Yes,Cable,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,62.15,113.1
6985-HAYWX,Yes,26,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,79.3,2015.8
7508-KBIMB,Yes,24,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,56.25,1454.25
6838-HVLXG,No,12,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.3,246.7
1897-OKVMW,Yes,64,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,90.6,5817.45
5485-ITNPC,Yes,66,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.9,5595.3
0233-FTHAV,No,60,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,79.2,4765.0
4644-PIZRT,Yes,17,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,No,One Year,Yes,Bank Withdrawal,70.35,1201.65
8922-NPKBJ,Yes,42,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.35,867.3
2740-TVLFN,No,1,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,50.15,50.15
7771-CFQRQ,No,47,Yes,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,Two Year,No,Bank Withdrawal,63.8,3007.25
9512-PHSMG,Yes,10,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.55,252.75
4146-SVFUD,No,1,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,44.6,44.6
1564-HJUVY,No,4,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,63.75,226.2
3617-XLSGQ,Yes,66,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.25,7082.5
7517-LDMPS,No,12,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6,1017.35
7244-KXYZN,No,24,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,20.45,527.35
5226-NOZFC,No,26,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,85.75,2146.5
1400-WIVLL,Yes,57,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,107.95,5969.85
8148-NLEGT,Yes,42,Yes,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,22.95,1014.25
